Date,Open,High,Low,Close,Volume
2012-01-23,1035.9553240905873,1038.8709703998127,1034.9727286538046,1038.16185771596,2012902.0
2006-07-07,1170.34837732476,1171.9941889281406,1170.1857853433405,1171.8981362189918,5292016.0
2019-08-15,,,,,
2020-04-21,1154.339986130282,1157.2459100085732,1153.8139755303976,1156.5678864208803,2752003.0
2015-12-22,1012.6615686434131,1012.7979339825378,1010.0891458464449,1011.5587372323424,4165172.0
2016-09-02,1045.4151768281008,1046.7860481423947,1041.2069877947756,1042.634139748978,2277960.0
2010-07-20,1102.603660223088,1103.2995717558642,1101.248754840318,1102.5313147757618,4550179.0
2007-02-06,1176.3985410262962,1180.8102532788635,1175.3005643988422,1179.9457666122278,5599280.0
2013-03-04,966.2236872788669,966.4113393110738,965.7619097604298,966.30811008976,5267848.0
2020-12-01,1080.0846682180922,1080.743024399215,1076.7612042697976,1076.9368839676217,4757033.0
2008-08-18,1178.1789584798753,1179.422758719567,1173.4681745025175,1174.504864248938,2639181.0
2015-10-01,1003.4437980331569,1004.8759865382167,1002.2497694214766,1004.1234038808685,2340094.0
2007-06-12,1144.9712931410497,1147.7044417904704,1144.775973839092,1147.2599078966116,3262855.0
2011-01-17,1104.8849566942172,1110.1728312031273,1103.4506013579428,1109.3846711054564,1662748.0
2004-12-16,1233.8679633992144,1235.1670901999332,1232.4069981441842,1234.5339954383694,3057033.0
2001-11-23,1216.4622919090098,1217.4650032476688,1216.3556114522169,1216.614622063287,3883753.0
2015-08-24,995.2013742235526,1000.7422963884615,995.1302562780239,999.9886736376232,4719757.0
2018-09-21,1072.339181276187,1072.6985836577517,1071.8412030776221,1072.2792041568619,2294692.0
2005-10-11,1160.829986222279,1161.9462722904434,1160.3367317833859,1161.7926856265433,3799357.0
2009-12-23,1120.0594217436278,1120.2144611556491,1119.4590169191526,1119.7136878802517,3241790.0
2009-05-08,1140.4362360837702,1143.7898494049773,1140.2724778421812,1141.8366834616695,1988599.0
2000-04-18,1189.0018003169002,1190.1809049518788,1186.9374868392767,1187.1021795344466,3856387.0
2003-03-07,1214.9702369761246,1215.8864701801047,1211.906007482445,1211.931161543678,2489522.0
2008-01-31,1119.324866500273,1120.973405137082,1117.8845881875775,1120.4691627458794,2866387.0
2001-07-18,1213.3420600551906,1215.344211552683,1211.1209497185491,1213.2948390692202,3945132.0
2023-11-15,1082.9370886940205,1084.7721812704494,1081.7755071633142,1083.2155753674576,5027324.0
2003-05-20,1209.177863482906,1214.1603641476347,1207.9591481005934,1212.2508003764895,4880751.0
2022-06-03,1066.9322691824611,1072.7280625880098,1066.0917186704846,1071.6365735007348,4538324.0
2008-06-30,1165.37535462279,1171.6889487533485,1165.2244502980266,1171.057112540203,3421013.0
2001-06-21,1207.477444537606,1208.3192688094052,1205.2046506343456,1206.3304752504196,4261759.0
2001-08-31,1224.6412232744988,1224.8785642830574,1220.6083842167372,1221.2832754119756,3374497.0
2019-04-15,1075.8809427106887,1079.7264093944789,1074.4174335835214,1079.2352882264831,1413816.0
2003-02-03,1219.8551195202233,1221.0692282254543,1218.2259573834824,1218.4431486873805,1845957.0
2011-01-28,1092.8305754186174,1096.3459661689137,1092.2496947197847,1096.1960941065995,1452808.0
2003-11-10,1206.244048124361,1206.6692206498806,1204.1272159132225,1204.9314817279364,1214296.0
2009-07-15,1140.882508875618,1141.759605880064,1137.8233876105837,1138.2592837243574,4983383.0
2024-11-28,1074.9413862745841,1078.2869820492983,1073.0385406908408,1076.583188881981,4154478.0
2021-12-28,1103.5232169712149,1105.3438523177517,1103.233332877548,1105.289770374514,3985499.0
2000-08-31,1170.506664868207,1173.0178922598018,1170.1494442596158,1172.8584706800905,3935665.0
2018-10-25,1061.9600275705195,1065.0039694988068,1061.6311894965932,1064.9254329702926,5116228.0
2006-04-13,1164.6347426451443,1167.3340679098133,1164.2695325581476,1165.6499640394916,2216515.0
2001-02-21,1199.7609652937854,1203.727380463418,1198.737407385948,1202.8696687650577,4392241.0
2024-01-03,1068.7241675466046,1071.559588665562,1067.4371161008849,1070.9617907082727,2563559.0
2016-11-07,1049.9350635399057,1051.0433233646827,1049.2296752315547,1049.3584019094767,3012195.0
2009-03-31,1156.200881202904,1157.1963496616886,1154.215489566758,1154.6893521800425,1016403.0
2007-05-22,1142.2222404839683,1142.8395070536321,1141.6149134806885,1141.7731102019497,1206448.0
2008-05-02,1162.29765973977,1164.1798162892167,1161.8593397190052,1164.163267421048,5831466.0
2012-02-21,1041.63291499444,1046.703054444016,1041.111135747905,1045.6016546948563,3444655.0
2017-06-09,1078.2133622700803,1083.1395516516707,1077.3949053683336,1081.0254803311961,2366303.0
2017-11-01,,,,,
2015-04-01,1003.9083345591491,1004.6891627428516,1002.3441804092552,1002.4291454988384,3364113.0
2016-10-12,1055.9483091048862,1056.6416088820645,1052.178777752495,1054.6374280530542,4713886.0
2021-05-26,1130.3065529194378,1131.8467034521486,1129.4459669791588,1131.3156852206387,872052.0
2016-09-13,1054.725790077587,1056.0418406912277,1053.1124597357482,1054.1423088973547,3834967.0
2013-10-03,963.9283592950295,965.0513921373521,963.5971368047643,964.2740015411842,2462676.0
2020-01-21,1132.561730105758,1134.433427255763,1132.4197916101318,1133.4576651556024,917529.0
2000-05-23,1173.052075883577,1174.3839108771035,1171.8080500310432,1173.3574080981705,4346424.0
